search URL:,https://patents.google.com/?q=%28logistics+automation+inventory+management+distribution+system+freight+management+warehousing+supply+chain+or+transportation%29&page=1&oq=logistics+or+automation+or+inventory+management+or+distribution+system+or+freight+management+or+warehousing+or+supply+chain+or+transportation
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
TW-202131272-A,Intelligent specifying method for transport pathway ,華新智能科技有限公司,"沈哲平, 洪學儒, 沈鐘潛, 吳坤忠, 徐瑾慧, 吳崇仁, 黃謝恭",2020-01-31,2020-01-31,2021-08-16,,https://patents.google.com/patent/TW202131272A/en,https://patentimages.storage.googleapis.com/91/0e/ae/1dbabc4dd123d1/109103100-A0101-14-0001-1.png
CN-201037992-Y,Optical memory read-write equipment and its uses in computerization ,周刚,周刚,2007-02-14,2007-02-14,2008-03-19,2008-03-19,https://patents.google.com/patent/CN201037992Y/en,https://patentimages.storage.googleapis.com/26/b1/5c/fc6d29267ff57f/Y20072001059600271.png
US-11966955-B1,Methods and apparatuses for generating a manufacturing quote ,"Proto Labs, Inc.","Austin Perry, Joshua Knutson, Robert Ford, Samuel Bosak, Shuji Usui",,2023-06-09,2024-04-23,2024-04-23,https://patents.google.com/patent/US11966955B1/en,https://patentimages.storage.googleapis.com/bf/91/ce/a08abb39cbff56/US11966955-20240423-D00000.png
BR-202020010746-U2,SELF-STRUCTURED FACE PROTECTION DEVICE AGAINST BIOLOGICAL AGENTS ,Universidade Federal De Juiz De Fora - Ufjf,"Paulo Miranda De Oliveira, Róber Dias Botelho, André Carvalho Mol Silva",2020-05-28,2020-05-28,2021-12-07,,https://patents.google.com/patent/BR202020010746U2/en,https://patentimages.storage.googleapis.com/81/13/3c/31bf2232ba8cd0/img0001.png
WO-2023068713-A1,"Device and method for entanglement distribution protocol, comprising phase flip error fixing in communication system ",엘지전자 주식회사,"김자영, 이호재, 이상림, 안병규",2021-10-18,2022-10-17,2023-04-27,,https://patents.google.com/patent/WO2023068713A1/en,https://patentimages.storage.googleapis.com/b8/8a/72/4babadd0aa507a/PCTKR2022015778-appb-img-000021.png
WO-2023068712-A1,Method and device for entanglement distribution protocol including bit flip error correction in communication system ,엘지전자 주식회사,"김자영, 이호재, 이상림, 안병규",2021-10-18,2022-10-17,2023-04-27,,https://patents.google.com/patent/WO2023068712A1/en,https://patentimages.storage.googleapis.com/dd/3d/fd/016de64fb09972/PCTKR2022015777-appb-img-000018.png
CN-117787838-A,Logistics digital management system and method based on AI large model ,广州一链通互联网科技有限公司,"陈鑫睿, 陈章杰, 刘意峰, 张学福, 余琛",2024-02-27,2024-02-27,2024-03-29,,https://patents.google.com/patent/CN117787838A/en,
OA-12472-A,Automated transmission-TV distribution-editing and verification of prepaid access codes method implementation. ,Alain Roland Oyono Afa,Alain Roland Oyono Afa,2002-06-19,2002-06-19,2006-06-01,,https://patents.google.com/patent/OA12472A/en,
CN-116028983-A,Secure provisioning of equipment in an industrial automation system ,Abb瑞士股份有限公司,"迪尔克·舒尔茨, 泽伦·芬斯特, 斯滕·格鲁纳, 托马斯·加默尔",2021-10-27,2022-10-25,2023-04-28,,https://patents.google.com/patent/CN116028983A/en,https://patentimages.storage.googleapis.com/3f/40/6f/0414ef6f73f817/HDA0003907293020000011.png
WO-2021201782-A1,Methods and kits for improved pcr ,Acumen Research Laboratories Pte. Ltd.,Siew Hwa ONG,2020-04-01,2021-04-01,2021-10-07,,https://patents.google.com/patent/WO2021201782A1/en,
FR-3138809-A1,SYSTEM FOR PREPARING ORDERS FOR PRODUCTS STORED IN A MULTI-LEVEL WAREHOUSE AND PICKED BY A PLURALITY OF AUTONOMOUS MOBILE ROBOTS ,Ifollow,"Nicolas MENIGOZ, Vincent Jacquemart",2022-08-09,2022-08-09,2024-02-16,,https://patents.google.com/patent/FR3138809A1/en,
BE-1025357-B1,METHOD AND SYSTEM FOR ORDER COLLECTION ,Van De Velde Nv,Goedele Bogaert,2017-12-27,2017-12-27,2019-01-29,2019-01-29,https://patents.google.com/patent/BE1025357B1/en,
CA-2366860-A1,"A system, method and article of manufacture for dynamic configuration of a mobile communication network ","Accenture Llp, Anatole Vitaly Gershman, Kishore Sundaram Swaminathan, James L. Meyers, Andrew E. Fano, Ac Properties B.V., Accenture Properties (2)B.V.","Anatole Vitaly Gershman, Kishore Sundaram Swaminathan, James L. Meyers, Andrew E. Fano",1999-03-05,2000-03-03,2000-09-14,,https://patents.google.com/patent/CA2366860A1/en,
CA-2366300-A1,"A system, method and article of manufacture for advanced mobile health care processing ","Accenture Llp, Anatole Vitaly Gershman, Kishore Sundaram Swaminathan, James L. Meyers, Andrew E. Fano, Ac Properties B.V., Accenture Properties (2)B.V.","Anatole Vitaly Gershman, Kishore Sundaram Swaminathan, James L. Meyers, Andrew E. Fano",1999-03-05,2000-03-03,2000-09-14,,https://patents.google.com/patent/CA2366300A1/en,
CN-114240300-A,"Target collection task matching method and device, electronic equipment and storage medium ",北京京东振世信息技术有限公司,"王多月, 李旭",2021-12-21,2021-12-21,2022-03-25,,https://patents.google.com/patent/CN114240300A/en,https://patentimages.storage.googleapis.com/62/6e/c3/f6f48d466f4374/HDA0003424860020000011.png
KR-102665243-B1,Determination and coordination of software used by the managed network ,"서비스나우, 인크.","개빈 토마스 피터킨, 브라이언 에릭 게이슬러, 패트릭 리처드 로운데스, 피터 존 벨",2019-05-02,2020-05-01,2024-05-16,2024-05-16,https://patents.google.com/patent/KR102665243B1/en,https://patentimages.storage.googleapis.com/a9/68/21/ca534873adbfc5/112021137909927-pct00001.png
WO-2023153740-A1,Method and apparatus for handling validity of csi-rs or trs configuration in a wireless communication system ,Lg Electronics Inc.,"Sangwon Kim, Sunghoon Jung, Seunggye Hwang",2022-02-09,2023-02-06,2023-08-17,,https://patents.google.com/patent/WO2023153740A1/en,https://patentimages.storage.googleapis.com/db/42/13/0f9acadb930ba3/PCTKR2023001652-appb-img-000007.png
RU-2745283-C1,Automated management system for sales of material services ,Общество с ограниченной ответственностью «ТН-ГРУПП»,"Сергей Николаевич Шепелев, Александр Валентинович Рузаев",2020-08-28,2020-08-28,2021-03-23,2021-03-23,https://patents.google.com/patent/RU2745283C1/en,https://patentimages.storage.googleapis.com/8e/d9/4c/cdd36bc2ca99b5/00000006.png
BR-102017021340-A2,LIQUID OIL GAS MONITORING SYSTEM STORED IN BOTTLES OR CYLINDERS AND DEVICES FOR SUCH ,Augusto Ferreira Luis,"Augusto Ferreira Luis, Henrique Ferreira Luis",2017-10-04,2017-10-04,2018-01-30,,https://patents.google.com/patent/BR102017021340A2/en,
US-2024095690-A1,Methods for recycling and upcycling consumer electronics with plastics and integrated batteries ,"Loft Labs, Llc","Martin STEINBAUER, Frederic Levy",2022-09-19,2023-09-19,2024-03-21,,https://patents.google.com/patent/US20240095690A1/en,https://patentimages.storage.googleapis.com/b7/aa/ee/914e233c5659fd/US20240095690A1-20240321-D00000.png
CN-108372957-B,Automatic bagging machine for logistics packaging ,上海申雪供应链管理有限公司,谭莉莉,2018-02-13,2018-02-13,2020-10-30,2020-10-30,https://patents.google.com/patent/CN108372957B/en,https://patentimages.storage.googleapis.com/e9/fc/f2/36453fd56b53be/HDA0001579707930000011.png
WO-2019223825-A2,"Data processing system, test method, peripheral equipment, planning method, scanning robot ","SCAFFEYE GBR (vertretungsberechtigte Gesellschafter: Jeanette Spanier, 54341 Fell und Hermann Spanier, 54341 Fell)","Jeanette SPANIER, Hermann Spanier",2018-05-24,2019-05-24,2019-11-28,,https://patents.google.com/patent/WO2019223825A2/en,
CN-216071654-U,Commodity sorting device is used in management of commodity circulation supply chain ,七里优选供应链管理(宣恩)有限公司,史佳,2021-08-09,2021-08-09,2022-03-18,2022-03-18,https://patents.google.com/patent/CN216071654U/en,https://patentimages.storage.googleapis.com/63/ae/e1/af50bd4cd6c377/HDA0003202611840000011.png
CN-213201075-U,Transfer robot ,上海快仓智能科技有限公司,"何云迪, 王欢欢, 杨威",2019-04-25,2019-04-25,2021-05-14,2021-05-14,https://patents.google.com/patent/CN213201075U/en,https://patentimages.storage.googleapis.com/f1/b0/97/40a5ddb001d169/HDA0002040706820000011.png
WO-2023128603-A1,Device and method for detecting and correcting entanglement error with respect to arbitrary n-qubit entanglement state in quantum communication system ,엘지전자 주식회사,"김자영, 이상림, 이호재, 안병규",2022-01-03,2022-12-28,2023-07-06,,https://patents.google.com/patent/WO2023128603A1/en,https://patentimages.storage.googleapis.com/39/02/f6/7dd33aee48ab38/PCTKR2022021498-appb-img-000264.png
WO-2020067817-A1,Method and apparatus for transmitting or receiving ul data on pur in idle mode in wireless communication system ,엘지전자 주식회사,"신석민, 박창환, 안준기, 황승계",2018-09-27,2019-09-27,2020-04-02,,https://patents.google.com/patent/WO2020067817A1/en,https://patentimages.storage.googleapis.com/ae/50/76/86b82e08b8ca51/PCTKR2019012667-appb-img-000436.png
AU-2001253522-A1,Method for a health care solution framework ,Accenture Global Services Limited,"Kevin W Carley, Jennifer Dikeman, Mary Michelle Gregory, Lisa Marie Harrington, Megan Moody",2000-04-13,2001-04-13,2002-01-17,,https://patents.google.com/patent/AU2001253522A1/en,
US-2021295247-A1,Handheld tape node dispenser and method ,"Trackonomy Systems, Inc.","Hendrik J. Volkerink, Ajay Khoche",2020-03-19,2021-03-19,2021-09-23,,https://patents.google.com/patent/US20210295247A1/en,https://patentimages.storage.googleapis.com/69/05/c8/e37bed994a63e2/US20210295247A1-20210923-D00000.png
CN-112767070-A,"B2B-based collaborative transaction platform, transaction method and storage medium ",深圳市易美科软件有限公司,郭套山,2020-12-31,2020-12-31,2021-05-07,,https://patents.google.com/patent/CN112767070A/en,https://patentimages.storage.googleapis.com/c7/52/cf/9d30ed328a6902/HDA0002877584550000011.png
CN-213355755-U,Loading and unloading handling device that commodity circulation warehouse was used ,河北化工医药职业技术学院,王翠敏,2020-10-28,2020-10-28,2021-06-04,2021-06-04,https://patents.google.com/patent/CN213355755U/en,https://patentimages.storage.googleapis.com/12/c8/cf/2eebfdde898f06/201028172142.png
DE-10029455-A1,Method and a device for transmitting operating data of an operating unit and a method for providing operating data of one or more operating units ,Mitsubishi Internat Gmbh,Joerg Arnold,1999-10-17,2000-06-21,2001-07-19,,https://patents.google.com/patent/DE10029455A1/en,
WO-2020027546-A1,"Method for transmitting harq-ack information on basis of polling in wireless communication system, and iab node using method ",엘지전자 주식회사,"유향선, 이윤정",2018-08-01,2019-07-30,2020-02-06,,https://patents.google.com/patent/WO2020027546A1/en,https://patentimages.storage.googleapis.com/e3/1b/11/8fb929c2c48c4a/PCTKR2019009485-appb-D000001.png
CN-219447421-U,Steel coil packaging station and steel coil packaging conveying production line ,无锡普天铁心股份有限公司,"蔡芊, 梅伟伟, 董宇, 艾文涛",2023-03-13,2023-03-13,2023-08-01,2023-08-01,https://patents.google.com/patent/CN219447421U/en,
WO-2023128604-A1,Method and device for performing error correction on asymmetric pauli channel in quantum communication system ,엘지전자 주식회사,"김자영, 이상림, 이호재, 안병규",2022-01-03,2022-12-28,2023-07-06,,https://patents.google.com/patent/WO2023128604A1/en,https://patentimages.storage.googleapis.com/4f/14/3d/9f5a2e29a2e692/PCTKR2022021499-appb-img-000051.png
CN-116757588-A,"Vehicle lifting early warning method, terminal equipment and storage medium ",杭州一骑轻尘信息技术有限公司,"李恒, 王子健, 蔡远滨",2023-05-16,2023-05-16,2023-09-15,,https://patents.google.com/patent/CN116757588A/en,
DE-19911144-A1,"Goods, storage, conveying and handling system for goods held on hangers ",Wf Logistik Gmbh,Rolf Schoenenberger,1999-03-12,1999-03-12,2000-09-21,,https://patents.google.com/patent/DE19911144A1/en,
DE-102021207567-A1,Method and system for transferring at least one object from a supply vehicle to a delivery vehicle ,Volkswagen Aktiengesellschaft,Thomas Abrell,2021-07-15,2021-07-15,2023-01-19,,https://patents.google.com/patent/DE102021207567A1/en,https://patentimages.storage.googleapis.com/49/46/ea/576945b54ccd94/DE102021207567A1_0001.png
JP-2006154959-A,Electronic equipment manufacturing plant ,"Sharp Corp, シャープ株式会社","Kazuji Okugawa, 筧二 奥川, Joshi Gyo, 譲司 魚, Masaaki Oga, 正明 大鋸, Takeo Abe, 剛夫 安部, Toshio Nakamura, 敏夫 中村, Hidetaka Mizumaki, 秀隆 水巻",2004-11-25,2004-11-25,2006-06-15,,https://patents.google.com/patent/JP2006154959A/en,https://patentimages.storage.googleapis.com/16/5f/94/cc29e5c966b872/2006154959-3.png
CN-116993250-B,Control early warning method and system of temperature control equipment ,南通宝雪冷冻设备有限公司,吴晓强,2023-09-28,2023-09-28,2023-12-08,2023-12-08,https://patents.google.com/patent/CN116993250B/en,
CH-697474-B1,"SYSTEM WITH DEVICE OF SAMPLING AND COLLECTION OF TEMPORARY PRODUCT SELECTED UNITÃeuro, IN THESE CELLS, OR ROOMS SHELVES OF A WAREHOUSE THAT CONTAINS. ",Salmoiraghi S P A,Sandro Salmoiraghi,2002-09-10,2003-08-14,2008-10-31,,https://patents.google.com/patent/CH697474B1/en,
CN-117852983-A,Intelligent positioning system for logistics boxes ,金华市捷特包装有限公司,"严忠平, 潘吉红, 周浙帅, 曹晓佳, 陈开磊",2023-11-29,2023-11-29,2024-04-09,,https://patents.google.com/patent/CN117852983A/en,
CN-117772636-A,Cash sorting system and cash sorting method ,杭州海康威视系统技术有限公司,"吴敏凯, 闻亮",2024-02-20,2024-02-20,2024-03-29,,https://patents.google.com/patent/CN117772636A/en,
WO-0116789-A2,"A system, method and article of manufacture for system building techniques in a development architecture framework ",Accenture Llp,Michel K. Bowman-Amuah,1999-08-31,2000-08-31,2001-03-08,,https://patents.google.com/patent/WO2001016789A2/en,
NZ-758679-B2,Systems and methods for communication ,Ocado Innovation Limited,"Montaguefraser Barlow, Fraser Murray Edwards, Adam Nikolai Green, David Sharp, Paul Richard Stephens",2014-06-05,2015-06-05,2021-09-28,,https://patents.google.com/patent/NZ758679B2/en,
US-2023376861-A1,Artificial Intelligence Based Upsell Model ,Oracle International Corporation,"Andrew Vakhutinsky, Jorge Luis Rivero PEREZ, Kirby BOSCH, Jason G BRYANT, Natalia KOSILOVA",2022-05-17,2022-05-17,2023-11-23,,https://patents.google.com/patent/US20230376861A1/en,https://patentimages.storage.googleapis.com/32/96/2f/05e0defb87e5cd/US20230376861A1-20231123-D00000.png
US-2023153746-A1,Reliable observability in control towers based on side-channel queries ,"Cisco Technology, Inc.","Marcelo Yannuzzi, Joel Abraham Obstfeld",2021-11-12,2021-11-12,2023-05-18,,https://patents.google.com/patent/US20230153746A1/en,https://patentimages.storage.googleapis.com/b3/ad/38/b0fb504575ed1b/US20230153746A1-20230518-D00000.png
AU-2002354823-A1,Method and system of setting and/or controlling of a food product dispensing machine using a tag-type communication device ,Société des Produits Nestlé S.A.,"Donald Cardwell, Ruguo Hu, Kevin R. Thomas",2001-07-03,2002-06-27,2003-05-22,,https://patents.google.com/patent/AU2002354823A1/en,
CN-111544238-A,Digital multifunctional medicine supplementing vehicle ,新疆医科大学第一附属医院,"闫波, 钟明, 艾买提·吾斯曼, 樊珍珍, 刘丽, 胡珊珊, 李龙, 王文正, 刘冰",2020-04-21,2020-04-21,2020-08-18,,https://patents.google.com/patent/CN111544238A/en,https://patentimages.storage.googleapis.com/09/95/c7/617b71b7244c5c/HDA0002460700130000011.png
US-2024131886-A1,Systems and methods for automated operation and handling of autonomous trucks and trailers hauled thereby ,"Outrider Technologies, Inc.","Andrew F. Smith, Lawrence S. Klein, Stephen A. Langenderfer, Martin E. Sotola, Vikas Bahl, Mark H. Rosenblum, Peter James, Dale Dee Rowley, Matthew S. Johannes, Gary Michael Seminara, Jeremy M. Nett, Christopher T. Bate, Michael Patrick CUTTER",,2023-07-23,2024-04-25,,https://patents.google.com/patent/US20240131886A1/en,https://patentimages.storage.googleapis.com/2e/8d/b1/4131e6dfa0edfe/US20240131886A1-20240425-D00000.png
